,FISV,KLAC,NTDOY,LRCX,TCOM,CRM,NTES,CERN,SWKS,ICE,MSTR,XLNX,AMD,ANSS,MU,LPSN,MELI,ONTO,ASML,NVDA,BKNG,GOOGL,ADI,AEIS,BIDU,EBAY,AAPL,CDNS,ATVI,AMZN,TSM,MRVL,CSCO,EGHT,INTC,EXAS,MSFT,ORCL,IDXX,PAYX,ADSK,ADP,MXIM,MCHP,DIOD,QCOM,INTU,TXN,POWI,CHKP,ADBE,AMAT,SNPS,NFLX,FORM,EA,MTCH,AVGO,IRDM,SPSC,TSLA,NXPI,PACB,PRLB,FB,SPLK,IOVA,WDAY,FATE,TWOU,TWTR,JD,BABA,SQ,PSTG,TEAM,PYPL,SHOP,TDOC,NVTA,ALRM,Z,NTLA,TWLO,CRSP,OKTA,SPOT,DOCU,ROKU,SE,NIO,GH,TWST,BNGO,UBER,ZM,PDD,PD,TXG,PTON,VIR,BEAM,OCFT,RLAY,BEKE,U,PLTR
WDAY,0.002487795,0.0043677026,0.0051365504,0.0051392713,0.0056651896,0.0037430688,0.0060866317,0.0019784332,0.004926268,-0.0014083036,0.0041134837,0.004612371,0.003356989,0.00290677,0.002474572,-0.00015984615,0.00072690565,0.0035314197,0.0020635957,0.0044184737,0.0047985013,0.0035549104,0.0020580417,0.0030846084,0.0034036385,0.004518809,0.0031679487,0.0038567027,0.004705036,0.0046198242,0.0023919959,0.0058789444,0.0029495386,0.002037648,0.0032297764,0.003467999,0.003748186,0.0038844817,0.0037542647,0.0026516756,0.0027413964,0.0021250374,0.0054405425,0.0027323817,0.0054088263,0.003234331,0.0033195661,0.005355517,0.0070364387,0.0025841184,0.0033711297,0.0047429446,0.0033298754,0.0036239661,0.003645117,0.004900229,0.004351117,0.0012982632,-6.102491e-05,0.004034925,0.0038670828,0.0026932354,0.0038890643,0.0035580765,0.0033498453,0.0018082815,-0.0005142712,0.001174516,-0.002405805,0.0018179917,0.0047298498,0.005562731,0.003371894,0.0013763169,0.0014955737,-7.662224e-05,0.0017824266,0.0023473245,0.0045766025,0.0013986689,0.0045270943,0.0025799763,0.0013034788,0.0019735275,0.00051026256,-2.5062356e-05,0.0046487367,0.0025620246,0.0031212314,0.0004880759,0.0037463326,0.0026284573,0.0012775082,0.0009578848,0.0071632154,0.005890739,0.0037107249,0.0036200131,0.0028165965,0.0017403048,0.0031675354,0.0025519738,0.0031393142,0.003574885,0.000695962,0.0027428484,0.002487795
FATE,0.0041690157,0.007369622,0.006726996,0.0075849723,0.007675056,0.006749186,0.0072315405,0.0056043705,0.00722034,0.0028333403,0.006713978,0.0079969205,0.0056160605,0.0060477383,0.005204046,0.004729039,0.004507823,0.0067548044,0.005111138,0.0067469543,0.008270639,0.00677049,0.005246799,0.00610991,0.0058863508,0.0070916363,0.005576601,0.007269046,0.006674528,0.0068995873,0.0055529224,0.0076164575,0.0066909636,0.0058256667,0.0066869375,0.0066819987,0.0073337313,0.0070909113,0.007215711,0.007372733,0.00537743,0.006661135,0.0076981504,0.005543642,0.0074102096,0.0056011616,0.007444144,0.008210531,0.009448673,0.005824131,0.0066180755,0.0070804823,0.0064540813,0.005582987,0.006441188,0.0072305654,0.0075501283,0.004711004,0.003103334,0.0074752187,0.004308324,0.0052241455,0.005812507,0.006413249,0.0061845486,0.004745466,0.0012988562,0.0050327154,0.0008509052,0.0028425208,0.007410664,0.007953664,0.005783308,0.004060964,0.0034882626,0.0034689037,0.005380178,0.0059137987,0.0067397263,0.0029786597,0.007656927,0.0053423895,0.0018740373,0.005328179,0.0018009744,0.0030523445,0.00621683,0.0054759104,0.004689218,0.0037120339,0.0029845058,0.005654015,0.0037476667,0.0026663705,0.008074885,0.007756363,0.004117079,0.006048833,0.006185052,0.004807536,0.0044400515,0.004436091,0.005843965,0.0055364473,0.0038413415,0.0043519763,0.0041690157
TWOU,0.0006942381,0.0021113781,0.0030222875,0.0029645371,0.0030767135,0.0012779669,0.0040600495,-0.0003655753,0.003058243,-0.0032934207,0.0012088115,0.0022046082,0.0020566029,0.000785226,0.0005422188,-0.0010465658,-0.0010334342,0.0013817633,-0.0003150124,0.0022950913,0.002852989,0.0012603193,-0.00037660496,0.001076939,0.001048984,0.0019955304,0.0010927217,0.0016792351,0.0023099948,0.0025064405,0.00022306107,0.0038323388,0.0009207232,0.000560225,0.001300564,0.0032990905,0.0011636135,0.0010899948,0.0022399332,0.00066574663,0.0010291352,0.0001919819,0.0031405413,0.0016080532,0.0033430522,0.0012509725,0.0012601227,0.0028791311,0.0047132787,6.503286e-05,0.0010785419,0.0025796653,0.0006996291,0.0017316416,0.001504133,0.0028566197,0.0030543422,-0.0010026493,-0.0022702198,0.0016827313,0.0031187767,0.0004949062,0.001985339,0.0017698384,0.00083682593,0.00031584408,-0.0012865218,-0.00031813886,-0.0035284334,0.00087638944,0.0034436365,0.0038784961,0.0012481515,0.0008915742,-0.0001503015,-0.0020616893,-0.0004054578,0.0009130216,0.0024787239,0.0006834164,0.0027275411,0.0012052082,-0.0007471212,0.0008984506,-0.0006325084,-0.0014567501,0.0027947268,0.0007610321,0.0022441607,-0.0012547043,0.003752452,0.0011189049,-0.00079381606,3.3976045e-05,0.00503218,0.0042341035,0.0017808233,0.002077321,0.0015361607,0.0012835534,0.002105656,0.00087257987,0.0021979036,0.0020025284,-0.00039394107,0.0007103551,0.0006942381
TWTR,0.002616892,0.004235513,0.004655912,0.004808801,0.00535432,0.0036223712,0.005523502,0.0021307524,0.0046543335,-0.0005969596,0.003859765,0.0045847804,0.0031554033,0.0029860712,0.0025780564,0.0005790349,0.0012687375,0.0036160531,0.0021407115,0.004212085,0.0047647613,0.003565068,0.0022576377,0.003171944,0.0033962452,0.004263946,0.0030072024,0.003879351,0.004450155,0.0042386884,0.0024843863,0.0055125756,0.0031402577,0.002296506,0.0033179405,0.003696675,0.0037885425,0.0038567833,0.003776779,0.0030782805,0.0026904382,0.0025249934,0.005124272,0.002957081,0.0049453024,0.0031361002,0.0035008518,0.005088916,0.0065948335,0.0026538721,0.0034282706,0.004435824,0.0032609832,0.0033905618,0.0035116016,0.0046841153,0.0043577896,0.0015689363,0.00041537127,0.0040758895,0.0033817524,0.0026050457,0.0034750616,0.0036050715,0.0033468856,0.0020631575,-6.265077e-05,0.0016423613,-0.0014764783,0.0017408819,0.004747359,0.0051839375,0.0033262908,0.0016204563,0.0016666809,0.0004706122,0.0020698267,0.0025137793,0.0043408656,0.0013313984,0.004523226,0.0028475104,0.001321055,0.002207412,0.0009099138,0.0005175797,0.004342914,0.002640577,0.0030065265,0.0009840298,0.0032499616,0.0029316298,0.001442445,0.0011715128,0.0064369407,0.0055145784,0.0033204372,0.0038344413,0.0030623055,0.0021812278,0.0031666143,0.002798445,0.0032926728,0.0037068194,0.0011730222,0.0027829753,0.002616892
JD,0.004880662,0.008791866,0.0076673888,0.008858091,0.007610413,0.00913203,0.009018503,0.007601737,0.0076852557,0.0040915115,0.009858766,0.008689656,0.0049089557,0.0073434273,0.00573288,0.0024009338,0.004726721,0.007931218,0.0071950704,0.007965652,0.008752205,0.008606225,0.0069917915,0.007027924,0.0064474354,0.009207645,0.00744405,0.00882039,0.008279886,0.008635941,0.0070105065,0.009347559,0.006976394,0.0049248673,0.0076014064,0.0020485502,0.009552135,0.00909705,0.006933909,0.007414328,0.0060346476,0.006619326,0.009248121,0.0038688774,0.00720507,0.005617046,0.008666191,0.010283112,0.011149558,0.008335147,0.008762231,0.008495815,0.008973894,0.006919363,0.0073504606,0.008631279,0.006752814,0.0061759735,0.0031165108,0.008755452,0.0020832424,0.0069022635,0.0051762713,0.006459092,0.008391874,0.0046953703,-0.001119781,0.0042815953,-0.0012784079,0.0001324478,0.0054060686,0.0073587354,0.0071018273,0.0013081888,0.0035681007,0.0044204155,0.0069857724,0.0056981267,0.0074657844,-0.0010377974,0.0075840177,0.0046941163,0.00044665486,0.0037028138,-0.0006295289,0.0025210166,0.0062593436,0.006302461,0.0013685022,0.0024630884,-0.005073528,0.0037856014,0.0040577655,-0.003097484,0.0086751,0.00825683,0.0045472556,0.0055197463,0.0056192423,0.0016707741,0.003055369,0.0032528918,0.0046188636,0.004446672,0.0019862563,0.005786646,0.004880662
BABA,0.007308084,0.012149144,0.010297385,0.01187953,0.01055324,0.012530442,0.011500247,0.011063158,0.010390345,0.007500699,0.013281419,0.012207132,0.0071838647,0.0105432635,0.008594953,0.0053570317,0.008027087,0.011264098,0.010537046,0.010953523,0.012109137,0.012117326,0.010329866,0.010186586,0.0096292365,0.012420703,0.010268876,0.012261206,0.011282426,0.011544382,0.010208778,0.012119038,0.010343783,0.007901002,0.010783313,0.0038377591,0.013395011,0.01274877,0.009868104,0.011141875,0.008772386,0.010223073,0.012344419,0.0062125805,0.009811576,0.008473424,0.012322143,0.013667209,0.014409855,0.011679493,0.012195248,0.011449781,0.012488075,0.009569341,0.010419359,0.011682359,0.009375732,0.00945616,0.006242628,0.012306404,0.0031630036,0.009818855,0.0075512948,0.009342877,0.011822749,0.007319984,0.0005686898,0.0071369344,0.0012052455,0.0015665819,0.007865895,0.010012135,0.0101443585,0.0032441402,0.005810784,0.0076373573,0.010452851,0.00857807,0.010298626,0.00023828307,0.010637599,0.007333697,0.002419387,0.006282617,0.0012042755,0.0051388815,0.008629136,0.009269661,0.0029446715,0.0054786103,-0.0050184773,0.006432437,0.0069828434,-0.0017077653,0.010995274,0.010771989,0.0065838424,0.008029209,0.008362789,0.0037273136,0.004870207,0.005685403,0.00685511,0.0069834557,0.004436169,0.0083301915,0.007308084
SQ,0.0048982715,0.0074942177,0.0073563363,0.008016148,0.008344561,0.006995161,0.007929909,0.0059067644,0.00765738,0.0028752424,0.0072088446,0.008224568,0.0060123955,0.006397499,0.0056947256,0.0043131653,0.0042794086,0.006883328,0.005412806,0.0070897965,0.008350931,0.006778635,0.0055467198,0.00632728,0.0060668634,0.0076744677,0.0060780393,0.007415817,0.0070747854,0.0074749095,0.005815305,0.007954973,0.0067674583,0.005639476,0.007025959,0.006735408,0.007164454,0.0074013304,0.0072691226,0.007219704,0.0057397457,0.006591567,0.008042695,0.00585552,0.007902033,0.0058060437,0.007479827,0.008522472,0.009495902,0.006359118,0.006938329,0.0076058256,0.006832474,0.006238593,0.0066480525,0.0074830195,0.008018555,0.0052156076,0.0031101312,0.007532957,0.0051439847,0.005701226,0.0061673885,0.006721734,0.006424146,0.0050923973,0.0016791131,0.0051898956,0.0008619679,0.0035132067,0.007654224,0.008245579,0.0059742825,0.0041872906,0.0044323844,0.0035294974,0.005543893,0.006064277,0.0068918853,0.0036893594,0.0077704377,0.0054252613,0.0027966695,0.005161034,0.0022681337,0.0031908723,0.0067593604,0.005389793,0.0050724624,0.0033211606,0.0034468211,0.005824954,0.003763278,0.0035638283,0.009088936,0.008098047,0.0047133444,0.006767339,0.006353436,0.005004617,0.0052406276,0.0049151657,0.0062628174,0.005776277,0.0038847877,0.0051411726,0.0048982715
PSTG,-0.0010356419,0.0017421125,0.0016419902,0.002092429,0.0015726341,0.0017783307,0.0033419733,-0.00010314863,0.0016203113,-0.00357035,0.0023040567,0.0014776029,-0.00028523384,0.00016969256,-0.00089958496,-0.0033891834,-0.0019728597,0.0008062776,-0.00014534034,0.0015956601,0.0019170875,0.0014368575,-0.0002784822,0.00027523283,0.00021712342,0.001955795,0.00091788266,0.0016173692,0.0019842396,0.0019090134,-6.812997e-05,0.003517693,3.2523647e-05,-0.0008457806,0.00040359888,-0.001542165,0.001922274,0.0014527449,0.00080999173,-0.00013100915,-7.9701655e-05,-0.00094829313,0.002730595,-0.0012593106,0.0011765682,-4.2554457e-05,0.00097779,0.0029866137,0.0046042847,0.0006937883,0.0013050744,0.0018278039,0.0012671826,0.00060394825,0.00064410176,0.0022178679,0.00052145077,-0.0013374286,-0.0033651916,0.0015805084,-0.0011562095,0.00020513125,0.0001879828,0.00016029365,0.0011483124,-0.0012591127,-0.005184186,-0.0018766029,-0.0066586863,-0.003389798,0.00033690594,0.001876527,0.0006972663,-0.0027115806,-0.0020486722,-0.002437625,-0.00059766043,-0.0006403802,0.0015216037,-0.004431566,0.0013872897,-0.00065324176,-0.004172837,-0.001289539,-0.0046182154,-0.0033258405,0.0012455555,0.000484542,-0.0020426004,-0.0030966103,-0.0047012134,-0.0016508629,-0.0017528068,-0.0061468664,0.003091341,0.0030534663,4.3167965e-05,-7.7093486e-05,-2.3936853e-05,-0.0026385093,-0.0015091468,-0.0019645384,-0.00057810545,-0.0004779203,-0.0031112367,-0.00047411397,-0.0010356419
TEAM,0.003398832,0.007541503,0.006470457,0.0075003495,0.00638053,0.0079038665,0.008074862,0.006068916,0.0063950205,0.002277011,0.008634873,0.0072953785,0.003662703,0.0058120443,0.0041305213,0.0008503618,0.003341562,0.006505072,0.005846372,0.006847279,0.007475173,0.007474688,0.0055700913,0.005681159,0.005458487,0.0078498535,0.0061940355,0.007508738,0.007282786,0.0073391134,0.005612308,0.008492937,0.005564763,0.003769258,0.005967336,0.00064405473,0.008441272,0.0077752443,0.005626806,0.005769153,0.0047662337,0.0048529385,0.008187671,0.0024084128,0.0057124374,0.00464946,0.0071347402,0.009001876,0.010210717,0.006838223,0.007407262,0.0071832947,0.007595569,0.0055777193,0.005966736,0.0075693307,0.004978673,0.0044934237,0.0016645552,0.007496045,0.0008906345,0.005593203,0.0041762823,0.005019161,0.0071938187,0.0032383907,-0.002544929,0.0027389163,-0.0029769382,-0.0011158944,0.0040397947,0.006227737,0.0059852144,0.00012927502,0.0020634686,0.0030004364,0.005421441,0.004197738,0.0063764597,-0.0025873166,0.006330841,0.003528608,-0.0009133122,0.0026191757,-0.001944297,0.0010034884,0.0053309994,0.0054359753,0.00019719847,0.0013102279,-0.005786596,0.0023023551,0.003031772,-0.004765443,0.0074775964,0.0073962854,0.0037483792,0.0040624063,0.0043793162,0.00022306805,0.0016352683,0.0018679518,0.0031523658,0.0033838307,0.0005815658,0.0043142224,0.003398832
PYPL,0.00943817,0.014394472,0.0125891175,0.014167475,0.012843439,0.014639174,0.01367004,0.013035569,0.012539044,0.009307745,0.015410373,0.014473355,0.009065147,0.012653908,0.010713825,0.0067963954,0.0099861855,0.013463588,0.012594827,0.013133439,0.014259131,0.014258737,0.012348915,0.012293441,0.011821337,0.014639137,0.012182594,0.014331421,0.013497623,0.013704212,0.012235048,0.014256359,0.012362102,0.009555421,0.01284708,0.005375084,0.015603513,0.01498327,0.011738101,0.013150475,0.010667803,0.0122780055,0.014606314,0.008036665,0.012167674,0.010484031,0.014401333,0.015937036,0.016761767,0.013624667,0.014278996,0.013654596,0.014619781,0.011692506,0.012582914,0.013916939,0.011408883,0.011437981,0.008234715,0.014441698,0.0050086635,0.01179943,0.0094314,0.011443567,0.014016914,0.00912081,0.0022948366,0.008791226,0.002954966,0.0033768155,0.00991333,0.012075053,0.012297782,0.004763742,0.0076027075,0.009461961,0.0125433,0.010395094,0.012480533,0.0018882132,0.012696556,0.009176016,0.0046588266,0.007890405,0.0031831595,0.006948296,0.010584645,0.011017972,0.004740193,0.0074306093,-0.0032029334,0.008395039,0.008931431,-5.898904e-05,0.013352501,0.012740283,0.008690377,0.00993919,0.009993262,0.0052953754,0.006887383,0.00782114,0.008619897,0.009046196,0.0061121155,0.010503555,0.00943817
SHOP,0.0063095624,0.010107387,0.009310965,0.0103033045,0.0094120335,0.010198473,0.010463761,0.008572028,0.009229685,0.004873802,0.010835593,0.010160226,0.0065399515,0.008563466,0.0071332734,0.0036612982,0.0059016617,0.009183949,0.008254252,0.009382752,0.010197227,0.009748912,0.008050411,0.008332473,0.007989045,0.010476242,0.008544425,0.009947646,0.009669397,0.00997717,0.008171875,0.01067044,0.008309381,0.0062409937,0.008845516,0.0040931883,0.010605269,0.010308975,0.008323579,0.008634096,0.0073417285,0.007886831,0.010668407,0.0055037914,0.0090007465,0.0071720732,0.009781622,0.011524945,0.01253037,0.00925372,0.00982808,0.009895783,0.010006482,0.008310802,0.008688469,0.010031929,0.008346306,0.0072710244,0.0043874346,0.009969482,0.004157277,0.008081297,0.0068439245,0.007948335,0.009532394,0.005995944,0.0006089597,0.0055574887,0.00017003901,0.0021683553,0.007288192,0.009066414,0.008405493,0.0030149939,0.0049991505,0.0054187607,0.00803937,0.0069965506,0.008918119,0.001114531,0.009058749,0.006113136,0.0024988549,0.0051722704,0.0012789909,0.0038243579,0.007881275,0.0074177757,0.003477199,0.0039336365,-0.0018065614,0.005491676,0.005374039,-0.0006398987,0.010561678,0.009737051,0.0062184907,0.0070613553,0.0069034807,0.003389495,0.00491968,0.0050173914,0.006164993,0.0061489884,0.0034645288,0.007119123,0.0063095624
TDOC,0.004936994,0.009430057,0.008054931,0.009252017,0.0075172465,0.00985302,0.009630305,0.008122985,0.00790045,0.004395269,0.010528603,0.009054322,0.005046378,0.0077306153,0.0058328193,0.0022978587,0.005227941,0.008373476,0.007874822,0.0085844975,0.009301369,0.009511151,0.007369076,0.0075082863,0.007050601,0.009690256,0.007924712,0.009471116,0.008896141,0.0091994265,0.007501863,0.010040081,0.0073241564,0.0051697027,0.007859931,0.0013067699,0.010529989,0.009687664,0.0072063785,0.007653593,0.0064912206,0.0067635607,0.009902482,0.0035868175,0.0069964374,0.006145009,0.009253657,0.010867612,0.011886674,0.008792246,0.009483035,0.008939768,0.0096243685,0.007384304,0.0076509994,0.009427263,0.006494684,0.0064285323,0.003157461,0.009344192,0.0015914424,0.007334386,0.005183018,0.0066085877,0.009193082,0.0048096487,-0.0014603953,0.004199012,-0.0015667249,-0.0003322838,0.005134146,0.00749927,0.007758634,0.0012420854,0.0034773326,0.004882618,0.0075317407,0.0058970386,0.0078046564,-0.002048446,0.007856257,0.004912087,2.1550339e-05,0.003893226,-0.0009771658,0.0025492492,0.00648923,0.007040252,0.00079601933,0.002721236,-0.006507354,0.0034783203,0.0045456104,-0.0046379007,0.008737264,0.008739918,0.004933484,0.005391365,0.0058308644,0.0013105106,0.0028450675,0.003049573,0.004476165,0.0045364373,0.0018099966,0.005929236,0.004936994
NVTA,0.0023827646,0.003717918,0.0049417554,0.0045966525,0.004691129,0.0029873308,0.0058279317,0.0011790488,0.004832392,-0.0017512906,0.0027771434,0.0037163724,0.0040656566,0.0023701214,0.002201674,0.0006201202,0.0007051402,0.0028954344,0.0013291435,0.004041593,0.0046251137,0.002876136,0.0012214715,0.0026627597,0.0029041367,0.0035749744,0.00280747,0.0030271094,0.0040100776,0.004262483,0.0020416006,0.0053704698,0.0025384612,0.0023354907,0.0028485106,0.005450456,0.0026771901,0.002606111,0.0040089097,0.0021096831,0.0028814445,0.001756704,0.004741142,0.003345767,0.005291956,0.0030981158,0.0026004915,0.0043793237,0.006236905,0.0016465452,0.0025900924,0.0042116106,0.0021371902,0.0036170501,0.0031583663,0.0045765643,0.004668297,0.00058554206,-0.0004360834,0.0031173597,0.0057588196,0.002400592,0.004089888,0.003521665,0.0024433304,0.0021111392,0.0008575744,0.0014591636,-0.0018249322,0.0032936253,0.005228767,0.0056323023,0.0030037425,0.0029328465,0.0016199951,-0.00038274704,0.0011306889,0.0026319604,0.0043791705,0.0030709337,0.004303953,0.0029144706,0.0012804475,0.0028203363,0.0010980247,0.0004308056,0.0047485875,0.002520821,0.004450492,0.0005809441,0.006760794,0.0028818678,0.00096983975,0.0020480687,0.0069986037,0.0059361476,0.0039556343,0.0035100896,0.0030673346,0.003067242,0.0040621767,0.002574692,0.004026915,0.0034218687,0.0013731555,0.0023582475,0.0023827646
ALRM,0.0043297256,0.007907662,0.0070926617,0.008058384,0.00749766,0.007996932,0.008353223,0.0064318655,0.0070233275,0.002905014,0.008751318,0.008036687,0.0043729898,0.006420589,0.0050220247,0.0017737332,0.0039423537,0.007056582,0.006147947,0.007264117,0.00798014,0.007640876,0.006019557,0.006243651,0.005999835,0.008255731,0.0064276573,0.007893349,0.007639124,0.007707414,0.005991902,0.008629279,0.006202665,0.0042576604,0.0066392086,0.0021242732,0.008499168,0.008222252,0.0061900797,0.0065570455,0.005253246,0.0057366947,0.008524909,0.0035457844,0.0067428667,0.0052224207,0.007628793,0.009316109,0.010371591,0.007157935,0.007704556,0.007692243,0.007881685,0.006127476,0.0065471036,0.007893991,0.006082333,0.0051933136,0.0025515668,0.007950598,0.002031098,0.005914517,0.004813875,0.005836743,0.0074728057,0.0039975177,-0.0011879646,0.003565622,-0.0015216372,0.0002888306,0.0052757002,0.0069486187,0.006362686,0.0011065444,0.00308348,0.0035269232,0.0059537394,0.0048652347,0.0068397312,-0.0007904632,0.007005561,0.0042427364,0.00077341986,0.003212249,-0.0003195894,0.0018996927,0.0059195845,0.0055165305,0.0015697505,0.00221885,-0.0034697065,0.0036367788,0.0035639843,-0.0021410682,0.008297292,0.007727136,0.0043570395,0.0052452325,0.004997754,0.0015963176,0.002936286,0.003209141,0.004083278,0.0043898663,0.0016307649,0.0050998735,0.0043297256
Z,-0.00026539713,0.0025203153,0.002073465,0.0027431548,0.0022595692,0.0026485305,0.0036478862,0.0010943636,0.002173053,-0.0021123188,0.0032366756,0.0024288604,0.00018321676,0.0011620419,2.092123e-05,-0.0022667414,-0.00096641015,0.0017237449,0.00090649445,0.0022220183,0.0026593795,0.0023059165,0.0008276878,0.0011653965,0.0009605931,0.002840734,0.0017035184,0.0025925338,0.0025929436,0.0025667567,0.0008771112,0.003942474,0.0010637036,2.030842e-05,0.0014147153,-0.001222603,0.0028721672,0.0025122985,0.0015164772,0.0010748617,0.0006404808,0.00024584308,0.0033469899,-0.00057050446,0.0015649688,0.00059566647,0.002115314,0.0037660338,0.005018669,0.0018450366,0.002333791,0.002525107,0.0023555178,0.0012227707,0.0013951994,0.0027818074,0.001285363,-6.895047e-05,-0.002326616,0.002526218,-0.0013182787,0.0010274872,0.00057493616,0.00090545975,0.002051632,-0.0004085498,-0.0045883143,-0.0008188402,-0.0054977527,-0.0031686188,0.00081428606,0.002311363,0.0013725385,-0.0021978323,-0.0011110883,-0.0012532119,0.0005426323,0.00025186967,0.0019454355,-0.0041052816,0.0020995634,4.439056e-05,-0.0035479646,-0.00063106883,-0.003985281,-0.0024000807,0.0016405834,0.0011776518,-0.0018682214,-0.0023148265,-0.0054586837,-0.00089167384,-0.0009418046,-0.0054817577,0.0033680054,0.0033815568,0.00018884544,0.0008075051,0.0008660937,-0.0019678927,-0.0010421679,-0.0012213367,8.668564e-05,0.0002007354,-0.0022617583,0.00032701157,-0.00026539713
NTLA,0.0010784641,0.0041489736,0.0035342178,0.004291006,0.003849986,0.0036547137,0.0045313747,0.002155325,0.003994464,-0.0004561157,0.003559521,0.004225561,0.0024694558,0.0026189978,0.001719364,0.0012090099,0.0013599545,0.0034678262,0.0018777479,0.0036279764,0.004815997,0.0036848974,0.0019484116,0.0028279833,0.0025839224,0.0036713858,0.0026110704,0.003971172,0.0036631748,0.0037093018,0.0022766711,0.005023057,0.0030719112,0.002568569,0.0031380723,0.0031552757,0.004217056,0.003507108,0.0039522494,0.0035585696,0.0022539306,0.0028279964,0.00458402,0.002173014,0.0039800084,0.002406409,0.0038823537,0.0049557923,0.006620738,0.0024072914,0.0033250186,0.0038030972,0.0030894512,0.002495286,0.0032251258,0.004251938,0.0038600932,0.0010416019,-0.00017161248,0.0041162297,0.0015295234,0.002102429,0.0026763594,0.0030236077,0.0030275988,0.0015194849,-0.0017380256,0.0014629187,-0.0025524069,-0.0003143167,0.0038962294,0.004674683,0.0028521186,0.0009873887,3.045844e-05,0.00028068852,0.0019972604,0.0025267438,0.0038954616,-0.0006158716,0.0043220297,0.0023539462,-0.0016804307,0.0022624717,-0.0013661424,-9.7803306e-05,0.0032344186,0.0028128196,0.0014980522,0.0006253463,-0.00010979269,0.002040945,0.00081275916,-0.001754025,0.00472605,0.0050238417,0.0015996804,0.0025025024,0.0029658144,0.0014548348,0.0012430989,0.0010360344,0.0026073246,0.0024135378,0.0006135702,0.0013138321,0.0010784641
TWLO,0.004034949,0.007049176,0.0067053726,0.007418985,0.0072728624,0.00695191,0.0076156715,0.005587468,0.0068544494,0.0023197937,0.0073951576,0.0073770625,0.004913251,0.0057720817,0.004773823,0.0027310275,0.0035127662,0.0062913764,0.0051939543,0.0065681497,0.0075136744,0.006531366,0.005233525,0.005645113,0.005433231,0.007343185,0.0058451025,0.006924143,0.0067481045,0.00705427,0.0054024085,0.0077177607,0.0058922563,0.00464853,0.0062168445,0.004287445,0.007097531,0.0070760185,0.006301786,0.006174339,0.0050584087,0.005512802,0.0076286616,0.0042943163,0.0069021597,0.0050257044,0.00678601,0.008234891,0.009248366,0.006186885,0.0066153826,0.0070516635,0.006693039,0.0056635486,0.006076791,0.0070102667,0.006518304,0.0046104747,0.002393051,0.007016465,0.0036519808,0.0054225796,0.0053676832,0.005717346,0.006230574,0.0041155075,1.5301164e-05,0.004005906,-0.00078330515,0.0017825353,0.0059479303,0.007172767,0.00557493,0.0024721008,0.0033326736,0.002994129,0.0050413636,0.005030828,0.00642455,0.0014904023,0.0067856773,0.004359161,0.0013330281,0.0039570658,0.0004721263,0.002141531,0.0059938747,0.0050696777,0.00321375,0.002262658,0.00031674537,0.0042154575,0.0032287473,0.00052889297,0.008226808,0.0074597998,0.0041974746,0.0053417855,0.005242078,0.002943837,0.0036607364,0.003478332,0.004832331,0.0044799056,0.0024351026,0.0045396816,0.004034949
CRSP,0.00012428849,0.0024798159,0.0022295197,0.0028533333,0.0036030998,0.0017072577,0.0028003755,0.00074418355,0.0029253582,-0.0016327924,0.0015991321,0.0033047087,0.0018896584,0.0013973247,0.00090143806,0.001525721,0.00021896977,0.002032258,0.00022748811,0.0021717912,0.0036612372,0.0018179496,0.0005836049,0.001591383,0.0014242707,0.0021551675,0.0010806071,0.0025545452,0.0020691957,0.0021382186,0.00085343234,0.0031498212,0.0022626012,0.0020880275,0.0021270807,0.0045048455,0.002124356,0.0020744689,0.0031793248,0.0029155533,0.0011932715,0.0021668724,0.0029585725,0.0022887604,0.0031647868,0.0015235639,0.0026202747,0.0032054358,0.0045642992,0.001007007,0.0017088982,0.0024201567,0.0013877926,0.0011072992,0.0018833356,0.002528246,0.0036556923,0.00011560833,-0.00097352406,0.0027640676,0.0015216097,0.00063912873,0.0021309871,0.0022319958,0.0012235274,0.0009405825,-0.0014544735,0.0013940064,-0.0022580035,0.00018236734,0.004038982,0.004015794,0.0012093519,0.0013168496,-8.8409055e-05,-0.00081699854,0.00057734735,0.0018939236,0.0023833096,0.00078331085,0.003508017,0.0017211626,-0.001429978,0.001958733,-0.00096963916,-0.0006333606,0.002445239,0.001352848,0.0021405295,3.806199e-05,0.0022540453,0.00229503,-0.00033282116,0.0011744867,0.003786504,0.0037889392,0.00032496732,0.0025777973,0.0026082615,0.0022365784,0.0011650166,0.00092396373,0.0024381327,0.0020106018,0.00066427025,4.5054825e-05,0.00012428849
